date,sunrise,sunset,solar_noon,day_length,civil_twilight_begin,civil_twilight_end,nautical_twilight_begin,nautical_twilight_end,astronomical_twilight_begin,astronomical_twilight_end
2017-12-23,2017-12-23 05:54:00+11:00,2017-12-23 20:44:13+11:00,2017-12-23 13:19:07+11:00,53413,2017-12-23 05:24:14+11:00,2017-12-23 21:13:59+11:00,2017-12-23 04:44:56+11:00,2017-12-23 21:53:17+11:00,2017-12-23 04:00:20+11:00,2017-12-23 22:37:53+11:00
2016-05-19,2016-05-19 07:15:31+10:00,2016-05-19 17:17:43+10:00,2016-05-19 12:16:37+10:00,36132,2016-05-19 06:48:39+10:00,2016-05-19 17:44:36+10:00,2016-05-19 06:16:40+10:00,2016-05-19 18:16:35+10:00,2016-05-19 05:45:23+10:00,2016-05-19 18:47:51+10:00
2015-12-06,2015-12-06 05:49:42+11:00,2015-12-06 20:32:02+11:00,2015-12-06 13:10:52+11:00,52940,2015-12-06 05:20:24+11:00,2015-12-06 21:01:20+11:00,2015-12-06 04:41:55+11:00,2015-12-06 21:39:49+11:00,2015-12-06 03:58:43+11:00,2015-12-06 22:23:01+11:00
2018-03-09,2018-03-09 07:10:58+11:00,2018-03-09 19:50:35+11:00,2018-03-09 13:30:46+11:00,45577,2018-03-09 06:45:52+11:00,2018-03-09 20:15:40+11:00,2018-03-09 06:14:41+11:00,2018-03-09 20:46:51+11:00,2018-03-09 05:42:41+11:00,2018-03-09 21:18:51+11:00
2016-11-02,2016-11-02 06:10:19+11:00,2016-11-02 19:57:06+11:00,2016-11-02 13:03:42+11:00,49607,2016-11-02 05:43:34+11:00,2016-11-02 20:23:51+11:00,2016-11-02 05:09:30+11:00,2016-11-02 20:57:55+11:00,2016-11-02 04:33:15+11:00,2016-11-02 21:34:10+11:00
2021-02-04,2021-02-04 06:35:56+11:00,2021-02-04 20:32:06+11:00,2021-02-04 13:34:01+11:00,50170,2021-02-04 06:08:51+11:00,2021-02-04 20:59:11+11:00,2021-02-04 05:34:11+11:00,2021-02-04 21:33:51+11:00,2021-02-04 04:57:03+11:00,2021-02-04 22:11:00+11:00
2014-11-05,2014-11-05 06:07:40+11:00,2014-11-05 19:59:47+11:00,2014-11-05 13:03:43+11:00,49927,2014-11-05 05:40:43+11:00,2014-11-05 20:26:44+11:00,2014-11-05 05:06:19+11:00,2014-11-05 21:01:08+11:00,2014-11-05 04:29:34+11:00,2014-11-05 21:37:53+11:00
2020-08-13,2020-08-13 07:05:39+10:00,2020-08-13 17:44:21+10:00,2020-08-13 12:25:00+10:00,38322,2020-08-13 06:39:51+10:00,2020-08-13 18:10:09+10:00,2020-08-13 06:08:51+10:00,2020-08-13 18:41:09+10:00,2020-08-13 05:38:14+10:00,2020-08-13 19:11:46+10:00
2017-12-01,2017-12-01 05:50:22+11:00,2017-12-01 20:27:49+11:00,2017-12-01 13:09:05+11:00,52647,2017-12-01 05:21:20+11:00,2017-12-01 20:56:51+11:00,2017-12-01 04:43:19+11:00,2017-12-01 21:34:52+11:00,2017-12-01 04:00:55+11:00,2017-12-01 22:17:16+11:00
2016-06-03,2016-06-03 07:26:26+10:00,2016-06-03 17:10:11+10:00,2016-06-03 12:18:19+10:00,35025,2016-06-03 06:58:52+10:00,2016-06-03 17:37:45+10:00,2016-06-03 06:26:14+10:00,2016-06-03 18:10:24+10:00,2016-06-03 05:54:28+10:00,2016-06-03 18:42:09+10:00
2021-09-04,2021-09-04 06:35:55+10:00,2021-09-04 18:02:32+10:00,2021-09-04 12:19:14+10:00,41197,2021-09-04 06:10:56+10:00,2021-09-04 18:27:31+10:00,2021-09-04 05:40:32+10:00,2021-09-04 18:57:56+10:00,2021-09-04 05:10:06+10:00,2021-09-04 19:28:21+10:00
2021-08-01,2021-08-01 07:18:51+10:00,2021-08-01 17:34:09+10:00,2021-08-01 12:26:30+10:00,36918,2021-08-01 06:52:24+10:00,2021-08-01 18:00:36+10:00,2021-08-01 06:20:49+10:00,2021-08-01 18:32:11+10:00,2021-08-01 05:49:50+10:00,2021-08-01 19:03:11+10:00
2016-10-11,2016-10-11 06:38:54+11:00,2016-10-11 19:34:50+11:00,2016-10-11 13:06:52+11:00,46556,2016-10-11 06:13:32+11:00,2016-10-11 20:00:11+11:00,2016-10-11 05:41:52+11:00,2016-10-11 20:31:52+11:00,2016-10-11 05:09:07+11:00,2016-10-11 21:04:36+11:00
2016-06-08,2016-06-08 07:29:18+10:00,2016-06-08 17:09:07+10:00,2016-06-08 12:19:13+10:00,34789,2016-06-08 07:01:34+10:00,2016-06-08 17:36:51+10:00,2016-06-08 06:28:47+10:00,2016-06-08 18:09:39+10:00,2016-06-08 05:56:55+10:00,2016-06-08 18:41:31+10:00
2017-04-09,2017-04-09 06:39:56+10:00,2017-04-09 18:03:37+10:00,2017-04-09 12:21:46+10:00,41021,2017-04-09 06:14:56+10:00,2017-04-09 18:28:37+10:00,2017-04-09 05:44:31+10:00,2017-04-09 18:59:02+10:00,2017-04-09 05:14:06+10:00,2017-04-09 19:29:27+10:00
2016-12-27,2016-12-27 05:56:34+11:00,2016-12-27 20:45:51+11:00,2016-12-27 13:21:13+11:00,53357,2016-12-27 05:26:52+11:00,2016-12-27 21:15:34+11:00,2016-12-27 04:47:40+11:00,2016-12-27 21:54:46+11:00,2016-12-27 04:03:14+11:00,2016-12-27 22:39:11+11:00
2020-12-24,2020-12-24 05:54:43+11:00,2020-12-24 20:44:46+11:00,2020-12-24 13:19:44+11:00,53403,2020-12-24 05:24:57+11:00,2020-12-24 21:14:31+11:00,2020-12-24 04:45:40+11:00,2020-12-24 21:53:48+11:00,2020-12-24 04:01:06+11:00,2020-12-24 22:38:22+11:00
2014-07-22,2014-07-22 07:27:12+10:00,2014-07-22 17:25:59+10:00,2014-07-22 12:26:36+10:00,35927,2014-07-22 07:00:12+10:00,2014-07-22 17:52:59+10:00,2014-07-22 06:28:06+10:00,2014-07-22 18:25:05+10:00,2014-07-22 05:56:45+10:00,2014-07-22 18:56:26+10:00
2020-02-08,2020-02-08 06:39:38+11:00,2020-02-08 20:28:52+11:00,2020-02-08 13:34:15+11:00,49754,2020-02-08 06:12:49+11:00,2020-02-08 20:55:41+11:00,2020-02-08 05:38:36+11:00,2020-02-08 21:29:54+11:00,2020-02-08 05:02:07+11:00,2020-02-08 22:06:23+11:00
2021-02-16,2021-02-16 06:49:26+11:00,2021-02-16 20:18:57+11:00,2021-02-16 13:34:12+11:00,48571,2021-02-16 06:23:16+11:00,2021-02-16 20:45:07+11:00,2021-02-16 05:50:10+11:00,2021-02-16 21:18:13+11:00,2021-02-16 05:15:21+11:00,2021-02-16 21:53:02+11:00
2018-07-30,2018-07-30 07:20:56+10:00,2018-07-30 17:32:18+10:00,2018-07-30 12:26:37+10:00,36682,2018-07-30 06:54:21+10:00,2018-07-30 17:58:52+10:00,2018-07-30 06:22:39+10:00,2018-07-30 18:30:34+10:00,2018-07-30 05:51:35+10:00,2018-07-30 19:01:39+10:00
2021-04-02,2021-04-02 07:33:38+11:00,2021-04-02 19:13:53+11:00,2021-04-02 13:23:46+11:00,42015,2021-04-02 07:08:46+11:00,2021-04-02 19:38:45+11:00,2021-04-02 06:38:23+11:00,2021-04-02 20:09:08+11:00,2021-04-02 06:07:51+11:00,2021-04-02 20:39:40+11:00
2020-12-16,2020-12-16 05:51:05+11:00,2020-12-16 20:40:29+11:00,2020-12-16 13:15:47+11:00,53364,2020-12-16 05:21:22+11:00,2020-12-16 21:10:12+11:00,2020-12-16 04:42:09+11:00,2020-12-16 21:49:25+11:00,2020-12-16 03:57:42+11:00,2020-12-16 22:33:51+11:00
2017-01-16,2017-01-16 06:14:31+11:00,2017-01-16 20:45:09+11:00,2017-01-16 13:29:50+11:00,52238,2017-01-16 05:45:52+11:00,2017-01-16 21:13:49+11:00,2017-01-16 05:08:29+11:00,2017-01-16 21:51:11+11:00,2017-01-16 04:27:08+11:00,2017-01-16 22:32:32+11:00
2018-08-20,2018-08-20 06:57:29+10:00,2018-08-20 17:49:47+10:00,2018-08-20 12:23:38+10:00,39138,2018-08-20 06:31:59+10:00,2018-08-20 18:15:17+10:00,2018-08-20 06:01:14+10:00,2018-08-20 18:46:02+10:00,2018-08-20 05:30:46+10:00,2018-08-20 19:16:31+10:00
2016-04-25,2016-04-25 06:54:34+10:00,2016-04-25 17:41:38+10:00,2016-04-25 12:18:06+10:00,38824,2016-04-25 06:28:58+10:00,2016-04-25 18:07:13+10:00,2016-04-25 05:58:07+10:00,2016-04-25 18:38:04+10:00,2016-04-25 05:27:36+10:00,2016-04-25 19:08:36+10:00
2017-05-16,2017-05-16 07:12:51+10:00,2017-05-16 17:20:10+10:00,2017-05-16 12:16:30+10:00,36439,2017-05-16 06:46:09+10:00,2017-05-16 17:46:52+10:00,2017-05-16 06:14:19+10:00,2017-05-16 18:18:41+10:00,2017-05-16 05:43:10+10:00,2017-05-16 18:49:51+10:00
2020-06-21,2020-06-21 07:34:13+10:00,2020-06-21 17:09:43+10:00,2020-06-21 12:21:58+10:00,34530,2020-06-21 07:06:17+10:00,2020-06-21 17:37:38+10:00,2020-06-21 06:33:20+10:00,2020-06-21 18:10:36+10:00,2020-06-21 06:01:20+10:00,2020-06-21 18:42:36+10:00
2017-09-17,2017-09-17 06:16:02+10:00,2017-09-17 18:13:22+10:00,2017-09-17 12:14:42+10:00,43040,2017-09-17 05:51:13+10:00,2017-09-17 18:38:11+10:00,2017-09-17 05:20:45+10:00,2017-09-17 19:08:39+10:00,2017-09-17 04:49:59+10:00,2017-09-17 19:39:26+10:00
2014-08-06,2014-08-06 07:14:10+10:00,2014-08-06 17:38:01+10:00,2014-08-06 12:26:05+10:00,37431,2014-08-06 06:47:59+10:00,2014-08-06 18:04:12+10:00,2014-08-06 06:16:37+10:00,2014-08-06 18:35:34+10:00,2014-08-06 05:45:47+10:00,2014-08-06 19:06:24+10:00
2018-03-22,2018-03-22 07:23:19+11:00,2018-03-22 19:30:58+11:00,2018-03-22 13:27:09+11:00,43659,2018-03-22 06:58:30+11:00,2018-03-22 19:55:47+11:00,2018-03-22 06:27:55+11:00,2018-03-22 20:26:22+11:00,2018-03-22 05:56:56+11:00,2018-03-22 20:57:21+11:00
2016-03-19,2016-03-19 07:20:59+11:00,2016-03-19 19:34:48+11:00,2016-03-19 13:27:53+11:00,44029,2016-03-19 06:56:08+11:00,2016-03-19 19:59:39+11:00,2016-03-19 06:25:28+11:00,2016-03-19 20:30:19+11:00,2016-03-19 05:54:20+11:00,2016-03-19 21:01:27+11:00
2022-01-28,2022-01-28 06:27:38+11:00,2022-01-28 20:38:20+11:00,2022-01-28 13:32:59+11:00,51042,2022-01-28 05:59:57+11:00,2022-01-28 21:06:02+11:00,2022-01-28 05:24:14+11:00,2022-01-28 21:41:44+11:00,2022-01-28 04:45:31+11:00,2022-01-28 22:20:28+11:00
2021-09-02,2021-09-02 06:38:53+10:00,2021-09-02 18:00:53+10:00,2021-09-02 12:19:53+10:00,40920,2021-09-02 06:13:51+10:00,2021-09-02 18:25:54+10:00,2021-09-02 05:43:26+10:00,2021-09-02 18:56:20+10:00,2021-09-02 05:13:01+10:00,2021-09-02 19:26:44+10:00
2021-02-23,2021-02-23 06:56:59+11:00,2021-02-23 20:10:00+11:00,2021-02-23 13:33:29+11:00,47581,2021-02-23 06:31:16+11:00,2021-02-23 20:35:43+11:00,2021-02-23 05:58:56+11:00,2021-02-23 21:08:03+11:00,2021-02-23 05:25:15+11:00,2021-02-23 21:41:44+11:00
2015-11-02,2015-11-02 06:11:09+11:00,2015-11-02 19:56:18+11:00,2015-11-02 13:03:43+11:00,49509,2015-11-02 05:44:28+11:00,2015-11-02 20:22:58+11:00,2015-11-02 05:10:30+11:00,2015-11-02 20:56:57+11:00,2015-11-02 04:34:23+11:00,2015-11-02 21:33:03+11:00
2015-11-09,2015-11-09 06:03:56+11:00,2015-11-09 20:03:53+11:00,2015-11-09 13:03:55+11:00,50397,2015-11-09 05:36:42+11:00,2015-11-09 20:31:07+11:00,2015-11-09 05:01:46+11:00,2015-11-09 21:06:03+11:00,2015-11-09 04:24:14+11:00,2015-11-09 21:43:35+11:00
2017-08-13,2017-08-13 07:05:59+10:00,2017-08-13 17:44:07+10:00,2017-08-13 12:25:03+10:00,38288,2017-08-13 06:40:10+10:00,2017-08-13 18:09:55+10:00,2017-08-13 06:09:09+10:00,2017-08-13 18:40:56+10:00,2017-08-13 05:38:32+10:00,2017-08-13 19:11:34+10:00
2021-01-21,2021-01-21 06:20:00+11:00,2021-01-21 20:42:47+11:00,2021-01-21 13:31:24+11:00,51767,2021-01-21 05:51:45+11:00,2021-01-21 21:11:03+11:00,2021-01-21 05:15:04+11:00,2021-01-21 21:47:44+11:00,2021-01-21 04:34:49+11:00,2021-01-21 22:27:58+11:00
2015-11-05,2015-11-05 06:07:55+11:00,2015-11-05 19:59:31+11:00,2015-11-05 13:03:43+11:00,49896,2015-11-05 05:41:00+11:00,2015-11-05 20:26:27+11:00,2015-11-05 05:06:37+11:00,2015-11-05 21:00:49+11:00,2015-11-05 04:29:55+11:00,2015-11-05 21:37:31+11:00
2017-04-04,2017-04-04 06:35:25+10:00,2017-04-04 18:10:57+10:00,2017-04-04 12:23:11+10:00,41732,2017-04-04 06:10:31+10:00,2017-04-04 18:35:51+10:00,2017-04-04 05:40:08+10:00,2017-04-04 19:06:14+10:00,2017-04-04 05:09:39+10:00,2017-04-04 19:36:43+10:00
2014-10-25,2014-10-25 06:20:24+11:00,2014-10-25 19:48:08+11:00,2014-10-25 13:04:16+11:00,48464,2014-10-25 05:54:17+11:00,2014-10-25 20:14:16+11:00,2014-10-25 05:21:16+11:00,2014-10-25 20:47:16+11:00,2014-10-25 04:46:35+11:00,2014-10-25 21:21:58+11:00
2016-06-07,2016-06-07 07:28:46+10:00,2016-06-07 17:09:16+10:00,2016-06-07 12:19:01+10:00,34830,2016-06-07 07:01:04+10:00,2016-06-07 17:36:59+10:00,2016-06-07 06:28:18+10:00,2016-06-07 18:09:44+10:00,2016-06-07 05:56:27+10:00,2016-06-07 18:41:36+10:00
2016-10-12,2016-10-12 06:37:27+11:00,2016-10-12 19:35:47+11:00,2016-10-12 13:06:37+11:00,46700,2016-10-12 06:12:03+11:00,2016-10-12 20:01:11+11:00,2016-10-12 05:40:17+11:00,2016-10-12 20:32:57+11:00,2016-10-12 05:07:25+11:00,2016-10-12 21:05:48+11:00
2018-06-22,2018-06-22 07:34:18+10:00,2018-06-22 17:09:49+10:00,2018-06-22 12:22:04+10:00,34531,2018-06-22 07:06:23+10:00,2018-06-22 17:37:45+10:00,2018-06-22 06:33:26+10:00,2018-06-22 18:10:42+10:00,2018-06-22 06:01:26+10:00,2018-06-22 18:42:42+10:00
2016-06-26,2016-06-26 07:34:55+10:00,2016-06-26 17:11:07+10:00,2016-06-26 12:23:01+10:00,34572,2016-06-26 07:07:02+10:00,2016-06-26 17:39:01+10:00,2016-06-26 06:34:06+10:00,2016-06-26 18:11:57+10:00,2016-06-26 06:02:07+10:00,2016-06-26 18:43:55+10:00
2016-04-01,2016-04-01 07:32:55+11:00,2016-04-01 19:15:04+11:00,2016-04-01 13:24:00+11:00,42129,2016-04-01 07:08:04+11:00,2016-04-01 19:39:55+11:00,2016-04-01 06:37:41+11:00,2016-04-01 20:10:19+11:00,2016-04-01 06:07:08+11:00,2016-04-01 20:40:51+11:00
2016-06-10,2016-06-10 07:30:19+10:00,2016-06-10 17:08:54+10:00,2016-06-10 12:19:36+10:00,34715,2016-06-10 07:02:32+10:00,2016-06-10 17:36:41+10:00,2016-06-10 06:29:41+10:00,2016-06-10 18:09:31+10:00,2016-06-10 05:57:47+10:00,2016-06-10 18:41:26+10:00
2018-02-06,2018-02-06 06:37:55+11:00,2018-02-06 20:30:25+11:00,2018-02-06 13:34:10+11:00,49950,2018-02-06 06:10:59+11:00,2018-02-06 20:57:21+11:00,2018-02-06 05:36:33+11:00,2018-02-06 21:31:47+11:00,2018-02-06 04:59:46+11:00,2018-02-06 22:08:34+11:00
2015-06-04,2015-06-04 07:26:35+10:00,2015-06-04 17:10:07+10:00,2015-06-04 12:18:21+10:00,35012,2015-06-04 06:59:00+10:00,2015-06-04 17:37:42+10:00,2015-06-04 06:26:21+10:00,2015-06-04 18:10:20+10:00,2015-06-04 05:54:36+10:00,2015-06-04 18:42:06+10:00
2018-04-13,2018-04-13 06:43:19+10:00,2018-04-13 17:58:15+10:00,2018-04-13 12:20:47+10:00,40496,2018-04-13 06:18:13+10:00,2018-04-13 18:23:21+10:00,2018-04-13 05:47:44+10:00,2018-04-13 18:53:50+10:00,2018-04-13 05:17:21+10:00,2018-04-13 19:24:13+10:00
2014-08-09,2014-08-09 07:10:55+10:00,2014-08-09 17:40:31+10:00,2014-08-09 12:25:43+10:00,37776,2014-08-09 06:44:53+10:00,2014-08-09 18:06:33+10:00,2014-08-09 06:13:41+10:00,2014-08-09 18:37:46+10:00,2014-08-09 05:42:56+10:00,2014-08-09 19:08:30+10:00
2017-07-23,2017-07-23 07:26:20+10:00,2017-07-23 17:26:57+10:00,2017-07-23 12:26:39+10:00,36037,2017-07-23 06:59:24+10:00,2017-07-23 17:53:54+10:00,2017-07-23 06:27:21+10:00,2017-07-23 18:25:56+10:00,2017-07-23 05:56:02+10:00,2017-07-23 18:57:15+10:00
2014-10-26,2014-10-26 06:19:09+11:00,2014-10-26 19:49:10+11:00,2014-10-26 13:04:10+11:00,48601,2014-10-26 05:52:58+11:00,2014-10-26 20:15:22+11:00,2014-10-26 05:19:50+11:00,2014-10-26 20:48:29+11:00,2014-10-26 04:44:58+11:00,2014-10-26 21:23:21+11:00
2020-06-04,2020-06-04 07:27:05+10:00,2020-06-04 17:09:55+10:00,2020-06-04 12:18:30+10:00,34970,2020-06-04 06:59:28+10:00,2020-06-04 17:37:31+10:00,2020-06-04 06:26:48+10:00,2020-06-04 18:10:12+10:00,2020-06-04 05:55:01+10:00,2020-06-04 18:41:59+10:00
2018-02-26,2018-02-26 06:59:51+11:00,2018-02-26 20:06:19+11:00,2018-02-26 13:33:05+11:00,47188,2018-02-26 06:34:17+11:00,2018-02-26 20:31:52+11:00,2018-02-26 06:02:13+11:00,2018-02-26 21:03:56+11:00,2018-02-26 05:28:55+11:00,2018-02-26 21:37:14+11:00
2016-01-08,2016-01-08 06:05:42+11:00,2016-01-08 20:47:12+11:00,2016-01-08 13:26:27+11:00,52890,2016-01-08 05:36:27+11:00,2016-01-08 21:16:27+11:00,2016-01-08 04:58:03+11:00,2016-01-08 21:54:51+11:00,2016-01-08 04:14:59+11:00,2016-01-08 22:37:55+11:00
2017-08-23,2017-08-23 06:53:09+10:00,2017-08-23 17:52:30+10:00,2017-08-23 12:22:49+10:00,39561,2017-08-23 06:27:47+10:00,2017-08-23 18:17:52+10:00,2017-08-23 05:57:08+10:00,2017-08-23 18:48:31+10:00,2017-08-23 05:26:43+10:00,2017-08-23 19:18:56+10:00
2015-05-20,2015-05-20 07:15:43+10:00,2015-05-20 17:17:33+10:00,2015-05-20 12:16:38+10:00,36110,2015-05-20 06:48:50+10:00,2015-05-20 17:44:26+10:00,2015-05-20 06:16:50+10:00,2015-05-20 18:16:26+10:00,2015-05-20 05:45:33+10:00,2015-05-20 18:47:43+10:00
2016-04-10,2016-04-10 06:41:03+10:00,2016-04-10 18:01:50+10:00,2016-04-10 12:21:26+10:00,40847,2016-04-10 06:16:01+10:00,2016-04-10 18:26:52+10:00,2016-04-10 05:45:35+10:00,2016-04-10 18:57:18+10:00,2016-04-10 05:15:11+10:00,2016-04-10 19:27:42+10:00
2021-07-31,2021-07-31 07:19:47+10:00,2021-07-31 17:33:20+10:00,2021-07-31 12:26:34+10:00,36813,2021-07-31 06:53:17+10:00,2021-07-31 17:59:50+10:00,2021-07-31 06:21:39+10:00,2021-07-31 18:31:29+10:00,2021-07-31 05:50:37+10:00,2021-07-31 19:02:30+10:00
2021-11-15,2021-11-15 05:58:21+11:00,2021-11-15 20:11:03+11:00,2021-11-15 13:04:42+11:00,51162,2021-11-15 05:30:34+11:00,2021-11-15 20:38:50+11:00,2021-11-15 04:54:42+11:00,2021-11-15 21:14:42+11:00,2021-11-15 04:15:44+11:00,2021-11-15 21:53:40+11:00
2021-09-16,2021-09-16 06:17:33+10:00,2021-09-16 18:12:33+10:00,2021-09-16 12:15:03+10:00,42900,2021-09-16 05:52:44+10:00,2021-09-16 18:37:22+10:00,2021-09-16 05:22:16+10:00,2021-09-16 19:07:50+10:00,2021-09-16 04:51:33+10:00,2021-09-16 19:38:34+10:00
2014-08-11,2014-08-11 07:08:39+10:00,2014-08-11 17:42:12+10:00,2014-08-11 12:25:25+10:00,38013,2014-08-11 06:42:43+10:00,2014-08-11 18:08:07+10:00,2014-08-11 06:11:36+10:00,2014-08-11 18:39:14+10:00,2014-08-11 05:40:55+10:00,2014-08-11 19:09:55+10:00
2021-10-01,2021-10-01 05:54:14+10:00,2021-10-01 18:25:29+10:00,2021-10-01 12:09:51+10:00,45075,2021-10-01 05:29:14+10:00,2021-10-01 18:50:28+10:00,2021-10-01 04:58:15+10:00,2021-10-01 19:21:28+10:00,2021-10-01 04:26:34+10:00,2021-10-01 19:53:08+10:00
2016-04-05,2016-04-05 06:36:32+10:00,2016-04-05 18:09:07+10:00,2016-04-05 12:22:50+10:00,41555,2016-04-05 06:11:37+10:00,2016-04-05 18:34:02+10:00,2016-04-05 05:41:14+10:00,2016-04-05 19:04:25+10:00,2016-04-05 05:10:47+10:00,2016-04-05 19:34:52+10:00
2021-01-18,2021-01-18 06:16:42+11:00,2021-01-18 20:44:18+11:00,2021-01-18 13:30:30+11:00,52056,2021-01-18 05:48:12+11:00,2021-01-18 21:12:48+11:00,2021-01-18 05:11:06+11:00,2021-01-18 21:49:54+11:00,2021-01-18 04:30:11+11:00,2021-01-18 22:30:48+11:00
2018-04-06,2018-04-06 06:37:00+10:00,2018-04-06 18:08:21+10:00,2018-04-06 12:22:41+10:00,41481,2018-04-06 06:12:05+10:00,2018-04-06 18:33:17+10:00,2018-04-06 05:41:41+10:00,2018-04-06 19:03:40+10:00,2018-04-06 05:11:14+10:00,2018-04-06 19:34:07+10:00
2016-05-03,2016-05-03 07:01:45+10:00,2016-05-03 17:32:17+10:00,2016-05-03 12:17:01+10:00,37832,2016-05-03 06:35:45+10:00,2016-05-03 17:58:17+10:00,2016-05-03 06:04:33+10:00,2016-05-03 18:29:28+10:00,2016-05-03 05:33:50+10:00,2016-05-03 19:00:12+10:00
2016-07-13,2016-07-13 07:31:54+10:00,2016-07-13 17:19:56+10:00,2016-07-13 12:25:55+10:00,35282,2016-07-13 07:04:30+10:00,2016-07-13 17:47:21+10:00,2016-07-13 06:32:01+10:00,2016-07-13 18:19:49+10:00,2016-07-13 06:00:23+10:00,2016-07-13 18:51:28+10:00
2015-01-28,2015-01-28 06:27:19+11:00,2015-01-28 20:38:35+11:00,2015-01-28 13:32:57+11:00,51076,2015-01-28 05:59:35+11:00,2015-01-28 21:06:18+11:00,2015-01-28 05:23:50+11:00,2015-01-28 21:42:03+11:00,2015-01-28 04:45:03+11:00,2015-01-28 22:20:51+11:00
2016-10-26,2016-10-26 06:18:30+11:00,2016-10-26 19:49:42+11:00,2016-10-26 13:04:06+11:00,48672,2016-10-26 05:52:17+11:00,2016-10-26 20:15:56+11:00,2016-10-26 05:19:05+11:00,2016-10-26 20:49:07+11:00,2016-10-26 04:44:08+11:00,2016-10-26 21:24:04+11:00
2018-07-18,2018-07-18 07:29:40+10:00,2018-07-18 17:23:04+10:00,2018-07-18 12:26:22+10:00,35604,2018-07-18 07:02:28+10:00,2018-07-18 17:50:16+10:00,2018-07-18 06:30:11+10:00,2018-07-18 18:22:33+10:00,2018-07-18 05:58:41+10:00,2018-07-18 18:54:03+10:00
2017-09-24,2017-09-24 06:05:07+10:00,2017-09-24 18:19:19+10:00,2017-09-24 12:12:13+10:00,44052,2017-09-24 05:40:15+10:00,2017-09-24 18:44:11+10:00,2017-09-24 05:09:35+10:00,2017-09-24 19:14:51+10:00,2017-09-24 04:38:26+10:00,2017-09-24 19:46:00+10:00
2016-07-11,2016-07-11 07:32:43+10:00,2016-07-11 17:18:38+10:00,2016-07-11 12:25:40+10:00,35155,2016-07-11 07:05:13+10:00,2016-07-11 17:46:08+10:00,2016-07-11 06:32:40+10:00,2016-07-11 18:18:41+10:00,2016-07-11 06:00:58+10:00,2016-07-11 18:50:23+10:00
2017-01-22,2017-01-22 06:21:06+11:00,2017-01-22 20:42:15+11:00,2017-01-22 13:31:40+11:00,51669,2017-01-22 05:52:55+11:00,2017-01-22 21:10:25+11:00,2017-01-22 05:16:22+11:00,2017-01-22 21:46:58+11:00,2017-01-22 04:36:20+11:00,2017-01-22 22:27:00+11:00
2014-06-23,2014-06-23 07:34:29+10:00,2014-06-23 17:10:03+10:00,2014-06-23 12:22:16+10:00,34534,2014-06-23 07:06:34+10:00,2014-06-23 17:37:58+10:00,2014-06-23 06:33:36+10:00,2014-06-23 18:10:56+10:00,2014-06-23 06:01:36+10:00,2014-06-23 18:42:55+10:00
2017-06-17,2017-06-17 07:33:03+10:00,2017-06-17 17:09:00+10:00,2017-06-17 12:21:02+10:00,34557,2017-06-17 07:05:09+10:00,2017-06-17 17:36:54+10:00,2017-06-17 06:32:13+10:00,2017-06-17 18:09:50+10:00,2017-06-17 06:00:14+10:00,2017-06-17 18:41:50+10:00
2016-12-18,2016-12-18 05:51:47+11:00,2016-12-18 20:41:43+11:00,2016-12-18 13:16:45+11:00,53396,2016-12-18 05:22:03+11:00,2016-12-18 21:11:28+11:00,2016-12-18 04:42:46+11:00,2016-12-18 21:50:44+11:00,2016-12-18 03:58:13+11:00,2016-12-18 22:35:17+11:00
2014-07-02,2014-07-02 07:34:53+10:00,2014-07-02 17:13:21+10:00,2014-07-02 12:24:07+10:00,34708,2014-07-02 07:07:05+10:00,2014-07-02 17:41:09+10:00,2014-07-02 06:34:15+10:00,2014-07-02 18:13:59+10:00,2014-07-02 06:02:20+10:00,2014-07-02 18:45:54+10:00
2022-01-03,2022-01-03 06:01:43+11:00,2022-01-03 20:47:11+11:00,2022-01-03 13:24:27+11:00,53128,2022-01-03 05:32:14+11:00,2022-01-03 21:16:40+11:00,2022-01-03 04:53:26+11:00,2022-01-03 21:55:28+11:00,2022-01-03 04:09:41+11:00,2022-01-03 22:39:12+11:00
2017-09-20,2017-09-20 06:11:22+10:00,2017-09-20 18:15:54+10:00,2017-09-20 12:13:38+10:00,43472,2017-09-20 05:46:32+10:00,2017-09-20 18:40:44+10:00,2017-09-20 05:16:00+10:00,2017-09-20 19:11:16+10:00,2017-09-20 04:45:05+10:00,2017-09-20 19:42:11+10:00
2015-09-16,2015-09-16 06:18:24+10:00,2015-09-16 18:12:05+10:00,2015-09-16 12:15:14+10:00,42821,2015-09-16 05:53:34+10:00,2015-09-16 18:36:55+10:00,2015-09-16 05:23:08+10:00,2015-09-16 19:07:21+10:00,2015-09-16 04:52:25+10:00,2015-09-16 19:38:04+10:00
2017-11-11,2017-11-11 06:01:39+11:00,2017-11-11 20:06:38+11:00,2017-11-11 13:04:09+11:00,50699,2017-11-11 05:34:12+11:00,2017-11-11 20:34:05+11:00,2017-11-11 04:58:55+11:00,2017-11-11 21:09:22+11:00,2017-11-11 04:20:50+11:00,2017-11-11 21:47:27+11:00
2020-07-05,2020-07-05 07:34:24+10:00,2020-07-05 17:15:09+10:00,2020-07-05 12:24:46+10:00,34845,2020-07-05 07:06:42+10:00,2020-07-05 17:42:51+10:00,2020-07-05 06:33:57+10:00,2020-07-05 18:15:36+10:00,2020-07-05 06:02:06+10:00,2020-07-05 18:47:27+10:00
